#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 1200
#K_GROUP= 1
#AREA= 200
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",92,0,61179,56332,4847,0,0,53822,7357,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,84150,77638,6512,0,0,73539,10611,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,91899,84746,7153,0,0,79971,11928,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,123748,112976,10772,0,0,104636,19112,0,0,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,136688,124225,12463,1,0,114159,22526,0,0,3,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",400,0,202785,170958,31827,19,0,154125,48619,0,20,9,1,7,0,4,0
7,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,123477,113490,9987,0,0,105890,17587,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",93,0,133963,121000,12963,9,0,110333,23609,0,6,9,0,3,0,3,0
9,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,60591,55828,4763,0,0,53450,7141,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",156,1,166666,135553,31112,11,0,123695,42953,0,8,4,0,4,1,0,0
11,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,99430,92844,6586,0,0,88639,10791,0,0,0,0,0,0,0,0
12,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,121817,113088,8729,0,0,106772,15045,0,0,0,0,0,0,0,0
13,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,85676,79564,6112,0,0,75848,9828,0,0,0,0,0,0,0,0
14,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,63162,58418,4744,0,0,56059,7103,0,0,0,0,0,0,0,0
15,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",48,0,113634,103776,9858,0,0,96269,17365,0,0,0,0,0,0,0,0
16,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,53716,49840,3876,0,0,48367,5349,0,0,0,0,0,0,0,0
17,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,72095,66000,6095,0,0,62301,9794,0,0,0,0,0,0,0,0
18,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",2,0,64121,59178,4943,0,0,56628,7493,0,0,0,0,0,0,0,0
19,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",413,2,383604,287088,96514,71,0,270248,113223,0,37,48,1,28,17,0,0
20,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,116839,107132,9707,0,0,99813,17026,0,0,0,0,0,0,0,0
21,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,129936,117284,12652,0,0,107010,22926,0,0,0,0,0,0,0,0
22,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,99810,89740,10070,2,0,82069,17737,0,2,1,0,1,0,0,0
23,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",9,0,74054,68205,5849,0,0,64754,9300,0,0,0,0,0,0,0,0
24,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,111293,101276,10017,0,0,93696,17597,0,0,0,0,0,0,0,0
25,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,165193,147123,18070,17,0,134639,30517,0,8,4,0,13,12,0,0
26,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,94431,85856,8575,0,0,79694,14737,0,0,0,0,0,0,0,0
27,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,67480,61698,5782,0,0,58315,9165,0,0,0,0,0,0,0,0
28,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,154097,137378,16719,12,0,125116,28957,0,8,4,0,10,2,0,0
29,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,90358,82270,8088,0,0,76556,13802,0,0,0,0,0,0,0,0
30,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,82160,76594,5566,0,0,73423,8737,0,0,0,0,0,0,0,0
31,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,98478,91468,7010,0,0,86883,11595,0,0,0,0,0,0,0,0
32,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,71797,66696,5101,0,0,64012,7785,0,0,0,0,0,0,0,0
33,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,71861,66486,5375,0,0,63511,8350,0,0,0,0,0,0,0,0
34,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",116,0,130168,117480,12688,4,0,107114,23044,0,2,7,0,1,0,0,0
35,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",1,0,126773,114120,12653,5,0,104892,21870,0,2,4,0,4,1,0,0
36,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,70595,65526,5069,0,0,62898,7697,0,0,0,0,0,0,0,0
37,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,99097,92038,7059,0,0,87344,11753,0,0,0,0,0,0,0,0
38,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",99,0,67576,62207,5369,0,0,59208,8368,0,0,0,0,0,0,0,0
39,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,113811,101642,12169,0,0,91858,21953,0,0,0,0,0,0,0,0
40,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,80899,76110,4789,0,0,73638,7261,0,0,0,0,0,0,0,0
41,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,58967,54454,4513,0,0,52344,6623,0,0,0,0,0,0,0,0
42,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,79815,74166,5649,0,0,70891,8924,0,0,0,0,0,0,0,0
43,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,105847,95262,10585,0,0,87095,18752,0,0,0,0,0,0,0,0
44,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,72330,67514,4816,0,0,65141,7189,0,0,0,0,0,0,0,0
45,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,80815,74326,6489,0,0,70221,10594,0,0,0,0,0,0,0,0
46,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",172,1,212152,179326,32825,18,0,159867,52248,0,12,13,3,7,1,0,0
47,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",98,1,213625,166204,47420,63,0,152119,61376,0,22,46,12,12,27,10,0
48,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,75183,68940,6243,0,0,65116,10067,0,0,0,0,0,0,0,0
49,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,114993,105234,9759,0,0,97908,17085,0,0,0,0,0,0,0,0
50,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",2,0,131526,118435,13091,7,0,107751,23758,0,4,11,0,2,0,0,0
51,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,89882,83586,6296,0,0,79725,10157,0,0,0,0,0,0,0,0
52,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,72791,67120,5671,0,0,63859,8932,0,0,0,0,0,0,0,0
53,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,109643,101502,8141,0,0,95758,13885,0,0,0,0,0,0,0,0
54,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",146,2,326950,239374,87574,68,0,226481,100331,0,41,49,1,25,7,13,0
55,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",3,0,200344,167313,33031,34,0,143643,56629,0,20,19,0,25,5,3,0
56,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",25,0,189229,167767,21462,14,0,149613,39586,0,10,11,0,8,1,0,0
57,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",3,0,228960,172971,55989,61,0,157394,71449,0,28,39,2,19,22,7,0
58,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",220,0,113940,103104,10836,22,0,94837,19059,0,9,16,0,4,9,6,0
59,0,1200.000000000004,1200.000000000004,14,"[65, 80, 77, 76, 66, 71, 68, 73, 67, 74, 69, 78, 70, 75]",0,0,60166,55446,4720,0,0,53128,7038,0,0,0,0,0,0,0,0
