#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 900
#K_GROUP= 1
#AREA= 300
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 900.0000000001361
#SIMULATION_SPEED= 900.0000000001361
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,64227,60240,3987,0,0,58018,6209,0,0,0,0,0,0,0,0
2,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",42,0,90574,84914,5660,0,0,81046,9528,0,0,0,0,0,0,0,0
3,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,86285,80768,5517,0,0,77063,9222,0,0,0,0,0,0,0,0
4,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,51580,48418,3162,0,0,47085,4495,0,0,0,0,0,0,0,0
5,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,50940,47682,3258,0,0,46211,4729,0,0,0,0,0,0,0,0
6,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,52680,49226,3454,0,0,47565,5115,0,0,0,0,0,0,0,0
7,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,62000,58446,3554,0,0,56690,5310,0,0,0,0,0,0,0,0
8,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,97827,91542,6285,4,0,87047,10770,0,2,1,0,3,0,4,0
9,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,65662,61934,3728,0,0,60003,5659,0,0,0,0,0,0,0,0
10,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,83364,78646,4718,0,0,75774,7590,0,0,0,0,0,0,0,0
11,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,70413,66340,4073,0,0,64076,6337,0,0,0,0,0,0,0,0
12,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,97420,90958,6462,0,0,86342,11078,0,0,0,0,0,0,0,0
13,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",62,0,86294,80781,5513,3,0,76995,9292,0,2,1,0,3,0,1,0
14,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",29,0,66075,62359,3716,0,0,60423,5652,0,0,0,0,0,0,0,0
15,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",31,1,137078,117417,19660,13,0,109162,27884,0,6,9,3,3,0,10,0
16,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,58758,55222,3536,0,0,53489,5269,0,0,0,0,0,0,0,0
17,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",41,0,50851,47753,3098,0,0,46387,4464,0,0,0,0,0,0,0,0
18,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,61072,57210,3862,0,0,55179,5893,0,0,0,0,0,0,0,0
19,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",1,0,76090,71749,4341,0,0,69209,6881,0,0,0,0,0,0,0,0
20,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,59629,55292,4337,0,0,52755,6874,0,0,0,0,0,0,0,0
21,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,59954,53560,6394,0,0,48958,10996,0,0,0,0,0,0,0,0
22,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",3,1,177833,126516,51316,61,0,122327,55382,0,18,45,0,12,48,0,0
23,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,57723,53536,4187,0,0,51170,6553,0,0,0,0,0,0,0,0
24,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,53651,50162,3489,0,0,48494,5157,0,0,0,0,0,0,0,0
25,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,92735,86976,5759,0,0,83025,9710,0,0,0,0,0,0,0,0
26,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,82577,77966,4611,2,0,75112,7461,0,2,1,0,1,0,0,0
27,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",90,0,70256,66516,3740,0,0,64493,5763,0,0,0,0,0,0,0,0
28,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,87669,81750,5919,0,0,77595,10074,0,0,0,0,0,0,0,0
29,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,57637,54284,3353,0,0,52734,4903,0,0,0,0,0,0,0,0
30,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",54,0,101903,94406,7497,0,0,88685,13218,0,0,0,0,0,0,0,0
31,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,64796,60818,3978,0,0,58704,6092,0,0,0,0,0,0,0,0
32,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",33,0,84575,79329,5246,0,0,75851,8724,0,0,0,0,0,0,0,0
33,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,92988,86794,6194,2,0,82408,10576,0,2,1,0,1,0,0,0
34,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,54196,50772,3424,0,0,49182,5014,0,0,0,0,0,0,0,0
35,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",69,1,131072,111628,19443,17,0,103821,27215,0,10,2,1,10,1,11,0
36,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,76814,72190,4624,0,0,69352,7462,0,0,0,0,0,0,0,0
37,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,100271,92963,7308,5,0,87483,12775,0,2,4,0,1,6,0,0
38,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,66742,63058,3684,0,0,61181,5561,0,0,0,0,0,0,0,0
39,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",60,0,76825,72602,4223,0,0,70065,6760,0,0,0,0,0,0,0,0
40,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",2,1,74704,66537,8166,6,0,64352,10343,0,5,0,3,0,0,0,0
41,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",67,0,57442,53645,3797,0,0,51584,5858,0,0,0,0,0,0,0,0
42,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",34,1,80437,73896,6540,4,0,71278,9154,0,4,0,0,0,0,0,0
43,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,56914,53620,3294,0,0,52173,4741,0,0,0,0,0,0,0,0
44,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,93144,86204,6940,0,0,81094,12050,0,0,0,0,0,0,0,0
45,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,62732,58414,4318,0,0,55898,6834,0,0,0,0,0,0,0,0
46,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",29,0,74698,70471,4227,0,0,68011,6687,0,0,0,0,0,0,0,0
47,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,52356,49164,3192,0,0,47760,4596,0,0,0,0,0,0,0,0
48,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",61,0,86484,81571,4913,2,0,78398,8080,0,0,0,0,2,3,1,0
49,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,79172,74558,4614,0,0,71753,7419,0,0,0,0,0,0,0,0
50,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,74972,70626,4346,0,0,68084,6888,0,0,0,0,0,0,0,0
51,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,95437,89258,6179,0,0,84889,10548,0,0,0,0,0,0,0,0
52,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,91792,84960,6832,0,0,79935,11857,0,0,0,0,0,0,0,0
53,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,70444,66144,4300,0,0,63643,6801,0,0,0,0,0,0,0,0
54,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",82,0,90701,85438,5263,0,0,81880,8821,0,0,0,0,0,0,0,0
55,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,104731,91924,12807,20,0,88022,16667,0,10,5,2,20,5,0,0
56,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,88090,82354,5736,0,0,78423,9667,0,0,0,0,0,0,0,0
57,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,58908,54904,4004,0,0,52683,6225,0,0,0,0,0,0,0,0
58,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",14,0,81659,77392,4267,0,0,74898,6761,0,0,0,0,0,0,0,0
59,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,86066,81462,4604,0,0,78693,7373,0,0,0,0,0,0,0,0
60,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,122688,100900,21788,36,0,93936,28680,0,18,8,1,36,9,0,0
61,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",3,1,146633,107177,39455,41,0,104363,42188,0,22,20,0,15,5,19,0
62,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,50024,46932,3092,0,0,45668,4356,0,0,0,0,0,0,0,0
63,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,79419,74246,5173,0,0,70872,8547,0,0,0,0,0,0,0,0
64,0,900.0000000001361,900.0000000001361,9,"[65, 77, 78, 74, 75, 68, 73, 76, 80]",0,0,62104,56914,5190,0,0,53512,8592,0,0,0,0,0,0,0,0
