#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 1800
#K_GROUP= 1
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1800.0091412854076
#SIMULATION_SPEED= 1800.0091412854076
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,53015,48116,4899,0,0,46772,6243,0,0,0,0,0,0,0,0
2,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,53711,48546,5165,0,0,46990,6721,0,0,0,0,0,0,0,0
3,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,60237,55248,4989,0,0,53855,6382,0,0,0,0,0,0,0,0
4,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,71576,66444,5132,0,0,64926,6650,0,0,0,0,0,0,0,0
5,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",1,0,57795,52961,4834,0,0,51760,6035,0,0,0,0,0,0,0,0
6,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,55039,49938,5101,0,0,48433,6606,0,0,0,0,0,0,0,0
7,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,87100,80688,6412,0,0,77877,9223,0,0,0,0,0,0,0,0
8,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,62143,57116,5027,0,0,55663,6480,0,0,0,0,0,0,0,0
9,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,52975,47726,5249,0,0,45985,6990,0,0,0,0,0,0,0,0
10,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,57221,51672,5549,0,0,49751,7470,0,0,0,0,0,0,0,0
11,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,62362,57454,4908,0,0,56096,6266,0,0,0,0,0,0,0,0
12,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",3,0,75811,70521,5290,0,0,68765,7046,0,0,0,0,0,0,0,0
13,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,54138,49094,5044,0,0,47655,6483,0,0,0,0,0,0,0,0
14,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,62228,56960,5268,0,0,55268,6960,0,0,0,0,0,0,0,0
15,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,58717,52554,6163,0,0,49985,8732,0,0,0,0,0,0,0,0
16,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",1,1,79417,60379,19037,4,0,58590,20822,0,4,0,0,0,0,0,0
17,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,69025,63874,5151,0,0,62327,6698,0,0,0,0,0,0,0,0
18,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,52331,47368,4963,0,0,46009,6322,0,0,0,0,0,0,0,0
19,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,88433,82174,6259,0,0,79472,8961,0,0,0,0,0,0,0,0
20,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",46,0,69510,64274,5236,0,0,62659,6851,0,0,0,0,0,0,0,0
21,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,82965,77418,5547,0,0,75499,7466,0,0,0,0,0,0,0,0
22,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,84232,77638,6594,0,0,74650,9582,0,0,0,0,0,0,0,0
23,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,51748,46904,4844,0,0,45741,6007,0,0,0,0,0,0,0,0
24,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",43,0,78311,72845,5466,0,0,70991,7320,0,0,0,0,0,0,0,0
25,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",4,1,112387,85972,26414,5,0,83154,29227,0,5,0,0,0,0,0,0
26,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",64,1,94897,72680,22216,4,0,70289,24603,0,4,0,0,0,0,0,0
27,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",2,1,133129,93882,39246,11,0,90920,42193,0,8,3,0,1,3,0,0
28,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,67741,62390,5351,0,0,60647,7094,0,0,0,0,0,0,0,0
29,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,64569,59222,5347,0,0,57446,7123,0,0,0,0,0,0,0,0
30,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,72185,66750,5435,0,0,64946,7239,0,0,0,0,0,0,0,0
31,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",18,0,89817,82580,7237,0,0,78883,10934,0,0,0,0,0,0,0,0
32,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",10,0,87228,80322,6906,0,0,77016,10212,0,0,0,0,0,0,0,0
33,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,88016,80662,7354,0,0,76909,11107,0,0,0,0,0,0,0,0
34,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,86946,80060,6886,0,0,76801,10145,0,0,0,0,0,0,0,0
35,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",183,0,81712,76053,5659,0,0,73842,7870,0,0,0,0,0,0,0,0
36,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,72659,67380,5279,4,0,65646,7005,0,4,2,0,2,0,0,0
37,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",3,0,68044,62829,5215,0,0,61173,6871,0,0,0,0,0,0,0,0
38,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",120,0,73291,68240,5051,0,0,66690,6601,0,0,0,0,0,0,0,0
39,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,58781,53902,4879,0,0,52578,6203,0,0,0,0,0,0,0,0
40,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",14,0,85274,79142,6132,0,0,76584,8690,0,0,0,0,0,0,0,0
41,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",9,0,72955,67775,5180,0,0,66179,6776,0,0,0,0,0,0,0,0
42,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",67,1,92726,70933,21792,4,0,68721,24000,0,4,0,0,0,0,0,0
43,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,97986,87242,10744,4,0,83369,14609,0,2,1,0,4,1,0,0
44,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,89289,82228,7061,0,0,78770,10519,0,0,0,0,0,0,0,0
45,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,55633,51018,4615,0,0,49976,5657,0,0,0,0,0,0,0,0
46,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,79538,73736,5802,0,0,71502,8036,0,0,0,0,0,0,0,0
47,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,85082,79114,5968,0,0,76794,8288,0,0,0,0,0,0,0,0
48,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,87788,81512,6276,0,0,78814,8974,0,0,0,0,0,0,0,0
49,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",0,0,52482,47550,4932,0,0,46251,6231,0,0,0,0,0,0,0,0
50,0,1800.0091412854076,1800.0091412854076,8,"[65, 73, 70, 76, 66, 68, 74, 79]",6,0,80179,74836,5343,0,0,73133,7046,0,0,0,0,0,0,0,0
