#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 1200
#K_GROUP= 1
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,93414,86320,7094,0,0,81669,11745,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",3,1,71367,59943,11423,4,0,58131,13231,0,4,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,91057,84202,6855,0,0,79720,11337,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,50467,46914,3553,0,0,45735,4732,0,0,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,85299,79326,5973,0,0,75722,9577,0,0,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,51527,47674,3853,0,0,46218,5309,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,66854,62770,4084,0,0,61058,5796,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,49242,45714,3528,0,0,44565,4677,0,0,0,0,0,0,0,0
9,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,71551,66760,4791,0,0,64361,7190,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,79471,75110,4361,0,0,73178,6293,0,0,0,0,0,0,0,0
11,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,49413,45554,3859,0,0,44059,5354,0,0,0,0,0,0,0,0
12,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,59022,55522,3500,0,0,54398,4624,0,0,0,0,0,0,0,0
13,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,74586,70448,4138,0,0,68709,5877,0,0,0,0,0,0,0,0
14,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,68002,64196,3806,0,0,62832,5170,0,0,0,0,0,0,0,0
15,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,53043,49630,3413,0,0,48604,4439,0,0,0,0,0,0,0,0
16,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,75529,70546,4983,0,0,67949,7580,0,0,0,0,0,0,0,0
17,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,92681,85460,7221,0,0,80627,12054,0,0,0,0,0,0,0,0
18,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",101,1,90730,76452,14277,9,0,74091,16627,0,7,3,0,1,0,0,0
19,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,66539,62228,4311,2,0,60364,6171,0,2,1,0,1,0,0,0
20,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,64231,60194,4037,0,0,58567,5664,0,0,0,0,0,0,0,0
21,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,88237,81552,6685,0,0,77248,10989,0,0,0,0,0,0,0,0
22,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,77921,72240,5681,0,0,68977,8944,0,0,0,0,0,0,0,0
23,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,83692,78354,5338,0,0,75395,8297,0,0,0,0,0,0,0,0
24,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,49057,45590,3467,0,0,44522,4535,0,0,0,0,0,0,0,0
25,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",323,0,199447,156595,42852,132,0,145661,53438,0,28,116,9,53,142,0,0
26,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",161,1,176592,106821,69770,146,0,101200,75005,0,13,153,21,13,186,0,0
27,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",38,0,48986,45608,3378,0,0,44631,4355,0,0,0,0,0,0,0,0
28,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,84929,78784,6145,2,0,75075,9850,0,2,1,0,1,0,0,0
29,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",285,0,189500,147026,42474,139,0,136333,52792,0,26,125,12,52,160,0,0
30,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",46,2,99434,70469,28963,17,0,67970,31439,0,12,6,3,2,0,0,0
31,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,49442,45892,3550,0,0,44754,4688,0,0,0,0,0,0,0,0
32,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",39,1,94441,82037,12403,4,0,77304,17132,0,4,0,0,0,0,0,0
33,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",39,0,146243,115499,30744,94,0,107606,38381,0,14,82,6,34,120,0,0
34,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",65,0,54616,51049,3567,0,0,49838,4778,0,0,0,0,0,0,0,0
35,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",428,0,178118,147296,30822,102,0,134687,43143,0,12,105,8,27,136,0,0
36,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,48558,45274,3284,0,0,44366,4192,0,0,0,0,0,0,0,0
37,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,56200,52594,3606,0,0,51395,4805,0,0,0,0,0,0,0,0
38,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",628,0,195450,150424,45026,112,0,137238,57922,0,26,92,8,52,112,0,0
39,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,48929,45350,3579,0,0,44182,4747,0,0,0,0,0,0,0,0
40,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,67993,64276,3717,0,0,62972,5021,0,0,0,0,0,0,0,0
41,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,59414,55530,3884,2,0,54051,5359,0,2,1,0,1,0,0,0
42,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",1,1,67774,59956,7817,6,0,58310,9455,0,4,3,0,1,0,0,0
43,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,59069,53394,5675,0,0,50115,8954,0,0,0,0,0,0,0,0
44,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",425,0,199228,167129,32099,92,0,153160,45812,0,12,92,7,27,118,0,0
45,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",1,0,72016,67659,4357,2,0,65721,6291,0,2,1,0,1,0,0,0
46,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,47741,44482,3259,0,0,43607,4134,0,0,0,0,0,0,0,0
47,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,55055,51408,3647,0,0,50209,4846,0,0,0,0,0,0,0,0
48,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,72131,68102,4029,2,0,66484,5641,0,0,3,0,0,3,0,0
49,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,65144,61014,4130,0,0,59230,5914,0,0,0,0,0,0,0,0
50,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,81937,77202,4735,0,0,74862,7075,0,0,0,0,0,0,0,0
51,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,70945,66894,4051,0,0,65232,5713,0,0,0,0,0,0,0,0
52,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,58544,54894,3650,0,0,53621,4923,0,0,0,0,0,0,0,0
53,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,64849,61110,3739,0,0,59759,5090,0,0,0,0,0,0,0,0
54,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,71162,67110,4052,0,0,65450,5712,0,0,0,0,0,0,0,0
55,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,50311,46612,3699,0,0,45292,5019,0,0,0,0,0,0,0,0
56,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,87886,82298,5588,0,0,79150,8736,0,0,0,0,0,0,0,0
57,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",135,0,53729,50201,3528,0,0,49034,4695,0,0,0,0,0,0,0,0
58,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,60277,56870,3407,0,0,55825,4452,0,0,0,0,0,0,0,0
59,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,105572,96706,8866,0,0,90208,15364,0,0,0,0,0,0,0,0
60,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,39575,34330,5245,0,0,31428,8147,0,0,0,0,0,0,0,0
61,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,47846,44602,3244,0,0,43718,4128,0,0,0,0,0,0,0,0
62,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",1,1,61952,50844,11107,9,0,48904,13036,0,7,3,0,1,0,0,0
63,0,1200.000000000004,1200.000000000004,11,"[78, 65, 73, 71, 74, 75, 68, 67, 69, 79, 80]",0,0,84519,79406,5113,0,0,76678,7841,0,0,0,0,0,0,0,0
