#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 900
#K_GROUP= 10
#AREA= 200
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 900.0000000001361
#SIMULATION_SPEED= 900.0000000001361
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",4664,0,777692,697686,80006,242,0,634537,142477,0,50,214,39,86,200,89,0
2,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",0,0,205399,185936,19463,0,0,168240,37159,0,0,0,0,0,0,0,0
3,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",3288,0,863383,777338,86045,240,0,705109,157606,0,44,214,30,85,226,69,0
4,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",0,0,114263,107000,7263,0,0,101571,12692,0,0,0,0,0,0,0,0
5,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",167,0,79937,75017,4920,0,0,71767,8170,0,0,0,0,0,0,0,0
6,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",3630,0,579117,527230,51887,126,0,485743,93032,0,26,124,6,41,98,47,0
7,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",238,0,77442,72276,5166,0,0,68708,8734,0,0,0,0,0,0,0,0
8,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",342,0,120613,111752,8861,4,0,104332,16269,0,0,6,0,0,3,3,0
9,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",211,0,67159,62713,4446,0,0,59864,7295,0,0,0,0,0,0,0,0
10,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",2455,0,823417,743510,79907,203,0,680038,142810,0,34,174,30,72,191,68,0
11,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",320,0,124328,114802,9526,16,0,106731,17549,0,0,18,0,0,21,9,0
12,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",0,0,81979,76474,5505,0,0,72764,9215,0,0,0,0,0,0,0,0
13,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",344,0,74245,69536,4709,0,0,66313,7932,0,0,0,0,0,0,0,0
14,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",633,0,174979,157843,17136,0,0,142205,32774,0,0,0,0,0,0,0,0
15,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",409,0,320459,285588,34871,51,0,257510,62820,0,12,45,0,26,39,7,0
16,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",2517,0,202516,184677,17839,0,0,168451,34065,0,0,0,0,0,0,0,0
17,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",77,0,68829,63945,4884,0,0,60791,8038,0,0,0,0,0,0,0,0
18,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",38,0,138483,125932,12551,0,0,115128,23355,0,0,0,0,0,0,0,0
19,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",3410,0,657880,590997,66883,185,0,537359,119992,0,30,185,29,55,147,83,0
20,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",2946,1,841819,705348,136470,337,0,647722,193217,0,75,274,46,91,265,128,0
21,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",0,0,58529,54748,3781,0,0,52791,5738,0,0,0,0,0,0,0,0
22,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",206,0,83508,77770,5738,0,0,73651,9857,0,0,0,0,0,0,0,0
23,0,900.0000000001361,900.0000000001361,15,"[67, 77, 66, 65, 70, 73, 76, 74, 71, 68, 75, 78, 69, 80, 72]",4834,2,1603464,1393317,210145,637,0,1330381,271472,0,126,648,74,78,537,146,0
