54,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",8206,0,578056,528817,49239,335,0,499187,77850,0,14,173,46,55,308,423,0
55,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",39,0,86964,79241,7723,4,0,73867,13085,0,0,6,0,0,6,0,0
56,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",0,0,112912,101446,11466,2,0,92405,20501,0,0,3,0,0,3,0,0
57,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",291,0,259310,229596,29714,51,0,211351,47822,0,8,55,0,16,55,3,0
58,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",0,0,93541,84946,8595,0,0,78699,14842,0,0,0,0,0,0,0,0
59,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",2,0,77825,71470,6355,0,0,67517,10308,0,0,0,0,0,0,0,0
60,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",8638,0,877748,801144,76604,382,0,746531,130051,0,14,197,54,56,348,497,0
61,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",0,0,103394,93786,9608,0,0,86568,16826,0,0,0,0,0,0,0,0
62,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",0,0,275976,255862,20114,0,0,238208,37768,0,0,0,0,0,0,0,0
63,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",0,0,149680,138482,11198,0,0,129696,19984,0,0,0,0,0,0,0,0
64,0,1200.000000000004,1200.000000000004,5,"[72, 65, 68, 66, 69]",1,0,80439,74705,5734,0,0,71407,9032,0,0,0,0,0,0,0,0
