#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 1200
#K_GROUP= 10
#AREA= 200
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",606,0,656098,583525,72573,115,0,528276,127523,0,28,95,10,56,77,33,0
2,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",391,0,299277,265113,34164,0,0,233222,66055,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",88,0,89840,82668,7172,0,0,77753,12087,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",1423,0,1399280,1235364,163916,321,0,1114558,283857,0,60,198,27,139,199,242,0
5,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",25,0,108441,99857,8584,0,0,93704,14737,0,0,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",108,0,122890,112860,10030,0,0,105063,17827,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",8865,1,5591762,4957610,634151,1307,0,4591570,996564,0,284,933,159,318,1203,730,0
8,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",6275,0,1937329,1700015,237314,347,0,1551329,385119,0,92,173,33,163,198,222,0
9,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",1256,1,844992,734837,110154,154,0,672933,171656,0,42,102,19,63,75,101,0
10,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",41,0,90774,83507,7267,0,0,78595,12179,0,0,0,0,0,0,0,0
11,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",48,0,84675,78284,6391,0,0,74188,10487,0,0,0,0,0,0,0,0
12,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",0,0,170264,153876,16388,0,0,139881,30383,0,0,0,0,0,0,0,0
13,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",0,0,442247,397118,45129,0,0,354387,87860,0,0,0,0,0,0,0,0
14,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",140,0,111814,102932,8882,0,0,96359,15455,0,0,0,0,0,0,0,0
15,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",1565,1,1919176,1708736,210439,388,0,1556482,361635,0,68,281,39,139,297,234,0
16,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",498,0,167809,152854,14955,0,0,139890,27919,0,0,0,0,0,0,0,0
17,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",659,0,245931,219593,26338,2,0,195237,50690,0,2,1,0,1,0,0,0
18,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",657,0,150918,137143,13775,2,0,125224,25688,0,0,3,0,0,3,0,0
19,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",354,0,147333,133708,13625,6,0,122207,25114,0,6,2,1,3,0,0,0
20,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",965,0,865004,765817,99187,112,0,678570,186150,0,22,62,0,56,84,60,0
21,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",622,1,529372,468010,61361,76,0,424682,104485,0,16,25,14,36,70,43,0
22,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",108,0,182707,164478,18229,0,0,148612,34095,0,0,0,0,0,0,0,0
23,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",0,0,253309,229836,23473,0,0,208771,44538,0,0,0,0,0,0,0,0
24,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",420,0,244269,218104,26165,0,0,193993,50276,0,0,0,0,0,0,0,0
25,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",819,0,1570662,1386543,184119,338,0,1275769,294007,0,81,217,22,114,268,184,0
26,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",22,0,314185,278132,36053,0,0,244504,69681,0,0,0,0,0,0,0,0
27,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",22,0,135867,124994,10873,0,0,116486,19381,0,0,0,0,0,0,0,0
28,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",671,0,243448,209076,34372,3,0,176630,66811,0,2,1,0,3,0,1,0
29,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",2001,0,1161566,1030762,130804,191,0,924655,236416,0,38,89,6,93,172,97,0
30,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",180,0,1183088,1067330,115758,196,0,966599,215973,0,36,110,12,90,160,108,0
31,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",194,0,193758,174532,19226,4,0,157543,36207,0,4,2,0,2,0,0,0
32,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",144,0,133136,122112,11024,0,0,113365,19771,0,0,0,0,0,0,0,0
33,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",168,0,321018,282418,38600,0,0,246131,74887,0,0,0,0,0,0,0,0
34,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",162,0,120133,110564,9569,0,0,103189,16944,0,0,0,0,0,0,0,0
35,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",93,0,116643,108129,8514,0,0,101949,14694,0,0,0,0,0,0,0,0
36,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",445,0,106354,98359,7995,0,0,92344,14010,0,0,0,0,0,0,0,0
37,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",0,0,289478,251173,38305,3,0,215270,74201,0,2,4,0,1,0,0,0
38,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",754,1,1300479,1150597,149881,203,0,1047609,252334,0,39,113,21,81,143,138,0
39,0,1200.000000000004,1200.000000000004,14,"[73, 65, 79, 67, 78, 74, 68, 77, 66, 69, 75, 80, 76, 70]",41,0,93663,86825,6838,0,0,82342,11321,0,0,0,0,0,0,0,0
