#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 16
#K= 100
#T= 1200
#K_GROUP= 1
#AREA= 300
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",0,0,10099,5952,4147,0,0,4215,5884,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",0,0,5733,3056,2677,0,0,2742,2991,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",9,1,25787,6739,19047,19,0,5780,19981,0,19,1,2,3,0,0,0
4,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",55,2,31395,8915,22478,12,0,7320,24061,0,12,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",55,2,47155,10623,36530,13,0,9272,37868,0,13,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",0,0,7088,4052,3036,0,0,3507,3581,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",0,0,7757,4670,3087,0,0,3979,3778,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",0,0,5791,2688,3103,0,0,2002,3789,0,0,0,0,0,0,0,0
9,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",0,0,6874,3820,3054,0,0,3146,3728,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,62,"[97, 52, 25, 65, 55, 22, 42, 101, 38, 17, 94, 105, 91, 70, 93, 54, 39, 43, 72, 44, 84, 106, 107, 27, 63, 67, 56, 80, 85, 45, 24, 116, 108, 33, 50, 69, 60, 66, 41, 113, 28, 102, 31, 30, 81, 89, 20, 92, 114, 47, 86, 61, 19, 23, 29, 59, 115, 87, 79, 57, 71, 76]",9,1,19025,6493,12531,9,0,5304,13711,0,9,0,0,0,0,0,0
