#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 16
#K= 100
#T= 1800
#K_GROUP= 1
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1800.0013482531388
#SIMULATION_SPEED= 1800.0013482531388
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",21,2,42303,3779,38522,18,0,3551,38732,0,18,0,0,0,0,0,0
2,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",0,0,7483,3436,4047,0,0,2925,4558,0,0,0,0,0,0,0,0
3,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",0,0,5922,1988,3934,0,0,1658,4264,0,0,0,0,0,0,0,0
4,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",0,0,6768,2916,3852,0,0,2637,4131,0,0,0,0,0,0,0,0
5,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",2,1,18321,5802,12518,4,0,4707,13609,0,4,0,0,0,0,0,0
6,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",0,0,9040,4734,4306,0,0,4049,4991,0,0,0,0,0,0,0,0
7,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",11,1,9869,4161,5707,5,0,3476,6387,0,5,0,0,0,0,0,0
8,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",0,0,7594,3650,3944,0,0,3337,4257,0,0,0,0,0,0,0,0
9,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",12,2,34158,3756,30400,12,0,3406,30738,0,12,0,0,0,0,0,0
10,0,1800.0013482531388,1800.0013482531388,64,"[85, 37, 23, 111, 62, 99, 57, 69, 30, 52, 56, 28, 53, 66, 104, 65, 113, 49, 81, 84, 48, 102, 42, 93, 45, 27, 39, 41, 75, 78, 108, 71, 58, 43, 70, 17, 96, 21, 44, 68, 34, 73, 25, 87, 59, 47, 38, 74, 63, 105, 54, 35, 106, 91, 109, 50, 26, 116, 114, 103, 22, 29, 76, 115]",40,1,34971,4916,30054,10,0,4417,30543,0,10,0,0,0,0,0,0
