#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 16
#K= 100
#T= 1200
#K_GROUP= 5
#AREA= 300
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",287,5,98400,39308,59087,42,0,30675,67660,0,30,12,12,3,3,0,0
2,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",263,2,60906,25993,34911,22,0,19859,41001,0,32,5,4,3,0,0,0
3,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",180,1,33246,13645,19600,12,0,9906,23323,0,11,1,3,1,0,0,0
4,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",429,4,144342,46439,97899,83,0,38097,106104,0,61,15,1,49,11,0,0
5,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",0,0,5962,3258,2704,0,0,2933,3029,0,0,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",25,0,6183,3319,2864,0,0,2797,3386,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",10,2,38812,12356,26454,15,0,9610,29181,0,13,3,0,0,3,0,0
8,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",1118,5,176379,44289,132085,90,0,38534,137690,0,52,45,6,14,33,0,0
9,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",377,3,77365,25404,51958,28,0,20258,57062,0,32,4,2,4,0,0,0
10,0,1200.000000000004,1200.000000000004,80,"[52, 58, 75, 56, 53, 67, 62, 55, 59, 68, 69, 63, 70, 72, 38, 43, 73, 71, 60, 46, 57, 66, 65, 44, 26, 94, 98, 116, 100, 108, 86, 45, 64, 88, 33, 51, 17, 23, 29, 90, 84, 89, 42, 41, 49, 25, 81, 85, 40, 36, 61, 28, 50, 24, 34, 76, 48, 96, 109, 104, 106, 39, 97, 95, 110, 101, 83, 30, 31, 79, 82, 47, 112, 21, 92, 91, 18, 20, 22, 19]",0,0,10281,5920,4361,0,0,3946,6335,0,0,0,0,0,0,0,0
