#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 16
#K= 16
#T= 1200
#K_GROUP= 1
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,6860,4130,2730,0,0,3750,3110,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,6673,3950,2723,0,0,3609,3064,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5754,3054,2700,0,0,2785,2969,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,7757,4684,3073,0,0,4018,3739,0,0,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5947,3332,2615,0,0,3100,2847,0,0,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",84,1,23757,3542,20214,7,0,3294,20455,0,7,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,3958,1452,2506,0,0,1352,2606,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",1,0,5703,3111,2592,0,0,2913,2790,0,0,0,0,0,0,0,0
9,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5391,2766,2625,0,0,2537,2854,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5197,2592,2605,0,0,2418,2779,0,0,0,0,0,0,0,0
11,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",216,3,24930,4122,20805,13,0,3800,21114,0,13,0,0,0,0,0,0
12,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5459,2844,2615,0,0,2613,2846,0,0,0,0,0,0,0,0
13,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5268,2720,2548,0,0,2580,2688,0,0,0,0,0,0,0,0
14,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5980,3190,2790,0,0,2833,3147,0,0,0,0,0,0,0,0
15,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5881,3240,2641,0,0,3013,2868,0,0,0,0,0,0,0,0
16,0,1200.000000000004,1200.000000000004,8,"[28, 32, 18, 17, 22, 24, 29, 27]",0,0,5667,2994,2673,0,0,2747,2920,0,0,0,0,0,0,0,0
