#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 8
#T= 1800
#K_GROUP= 10
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1800.0061875807735
#SIMULATION_SPEED= 1800.0061875807735
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1800.0061875807735,1800.0061875807735,0,[],0,0,21328,16322,5006,0,0,14901,6427,0,0,0,0,0,0,0,0
2,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18085,13734,4351,0,0,13004,5081,0,0,0,0,0,0,0,0
3,0,1800.0061875807735,1800.0061875807735,0,[],0,0,20566,16234,4332,0,0,15521,5045,0,0,0,0,0,0,0,0
4,0,1800.0061875807735,1800.0061875807735,0,[],0,0,17217,13008,4209,0,0,12362,4855,0,0,0,0,0,0,0,0
5,0,1800.0061875807735,1800.0061875807735,0,[],0,0,10802,6680,4122,0,0,6179,4623,0,0,0,0,0,0,0,0
6,0,1800.0061875807735,1800.0061875807735,0,[],0,0,20799,16424,4375,0,0,15670,5129,0,0,0,0,0,0,0,0
7,0,1800.0061875807735,1800.0061875807735,0,[],0,0,16713,12624,4089,0,0,12115,4598,0,0,0,0,0,0,0,0
8,0,1800.0061875807735,1800.0061875807735,0,[],0,0,15909,11690,4219,0,0,11069,4840,0,0,0,0,0,0,0,0
9,0,1800.0061875807735,1800.0061875807735,0,[],0,0,15301,11180,4121,0,0,10683,4618,0,0,0,0,0,0,0,0
10,0,1800.0061875807735,1800.0061875807735,0,[],0,0,17975,13844,4131,0,0,13264,4711,0,0,0,0,0,0,0,0
11,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18151,13820,4331,0,0,13095,5056,0,0,0,0,0,0,0,0
12,0,1800.0061875807735,1800.0061875807735,0,[],0,0,21461,16988,4473,0,0,16134,5327,0,0,0,0,0,0,0,0
13,0,1800.0061875807735,1800.0061875807735,0,[],0,0,19456,15204,4252,0,0,14515,4941,0,0,0,0,0,0,0,0
14,0,1800.0061875807735,1800.0061875807735,0,[],0,0,17640,13382,4258,0,0,12778,4862,0,0,0,0,0,0,0,0
15,0,1800.0061875807735,1800.0061875807735,0,[],0,0,15830,11732,4098,0,0,11211,4619,0,0,0,0,0,0,0,0
16,0,1800.0061875807735,1800.0061875807735,0,[],0,0,15798,11592,4206,0,0,10980,4818,0,0,0,0,0,0,0,0
17,0,1800.0061875807735,1800.0061875807735,0,[],0,0,19709,15466,4243,0,0,14823,4886,0,0,0,0,0,0,0,0
18,0,1800.0061875807735,1800.0061875807735,0,[],0,0,19911,15664,4247,0,0,15007,4904,0,0,0,0,0,0,0,0
19,0,1800.0061875807735,1800.0061875807735,0,[],0,0,16966,12894,4072,0,0,12394,4572,0,0,0,0,0,0,0,0
20,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18466,14194,4272,0,0,13518,4948,0,0,0,0,0,0,0,0
21,0,1800.0061875807735,1800.0061875807735,0,[],0,0,20973,16532,4441,0,0,15768,5205,0,0,0,0,0,0,0,0
22,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18820,14584,4236,0,0,13984,4836,0,0,0,0,0,0,0,0
23,0,1800.0061875807735,1800.0061875807735,0,[],0,0,17763,13454,4309,0,0,12758,5005,0,0,0,0,0,0,0,0
24,0,1800.0061875807735,1800.0061875807735,0,[],0,0,20697,16360,4337,0,0,15596,5101,0,0,0,0,0,0,0,0
25,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18824,14674,4150,0,0,14113,4711,0,0,0,0,0,0,0,0
26,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18065,13996,4069,0,0,13448,4617,0,0,0,0,0,0,0,0
27,0,1800.0061875807735,1800.0061875807735,0,[],0,0,15380,11238,4142,0,0,10708,4672,0,0,0,0,0,0,0,0
28,0,1800.0061875807735,1800.0061875807735,0,[],0,0,20443,16124,4319,0,0,15404,5039,0,0,0,0,0,0,0,0
29,0,1800.0061875807735,1800.0061875807735,0,[],0,0,17512,13392,4120,0,0,12877,4635,0,0,0,0,0,0,0,0
30,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18964,14730,4234,0,0,14128,4836,0,0,0,0,0,0,0,0
31,0,1800.0061875807735,1800.0061875807735,0,[],0,0,21092,16064,5028,0,0,14718,6374,0,0,0,0,0,0,0,0
32,0,1800.0061875807735,1800.0061875807735,0,[],0,0,18308,13896,4412,0,0,13136,5172,0,0,0,0,0,0,0,0
