#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 8
#T= 1200
#K_GROUP= 5
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,16138,12890,3248,0,0,12051,4087,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,19138,15582,3556,0,0,14423,4715,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",83,0,28144,21275,6869,14,0,18992,9120,0,8,13,0,7,4,0,0
4,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,14357,11446,2911,0,0,10917,3440,0,0,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",27,0,14555,11575,2980,0,0,10963,3592,0,0,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",235,0,36892,22455,14437,16,0,19317,17543,0,8,4,0,16,4,0,0
7,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",46,0,23605,19414,4191,0,0,17573,6032,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",83,1,52975,24078,28896,19,0,22707,30228,0,9,12,0,5,6,7,0
9,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",79,0,21516,17627,3889,2,0,16001,5511,0,2,1,0,1,0,0,0
10,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",242,1,58649,26763,31885,24,0,24530,34068,0,7,15,0,6,15,7,0
11,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",47,0,18711,15335,3376,4,0,14342,4357,0,0,6,0,2,0,4,0
12,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,15497,12474,3023,2,0,11844,3649,0,2,1,0,1,0,0,0
13,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",60,0,22616,18628,3988,0,0,17015,5601,0,0,0,0,0,0,0,0
14,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",63,0,17326,14325,3001,0,0,13677,3649,0,0,0,0,0,0,0,0
15,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,17811,14798,3013,4,0,14142,3659,0,2,1,0,3,0,4,0
16,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,14904,12010,2894,0,0,11486,3418,0,0,0,0,0,0,0,0
17,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",373,3,85527,25244,60280,38,0,23588,61868,0,23,24,0,6,6,9,0
18,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,14913,12006,2907,0,0,11483,3430,0,0,0,0,0,0,0,0
19,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",104,0,31083,23255,7828,11,0,20024,11036,0,8,7,0,7,1,0,0
20,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",45,0,14828,11893,2935,0,0,11287,3541,0,0,0,0,0,0,0,0
21,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,15462,12222,3240,0,0,11398,4064,0,0,0,0,0,0,0,0
22,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",212,1,46380,21705,24674,20,0,19980,26359,0,9,8,0,7,1,15,0
23,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,14592,11714,2878,0,0,11228,3364,0,0,0,0,0,0,0,0
24,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",301,0,48106,25463,22643,22,0,22736,25322,0,12,17,0,6,6,7,0
25,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",61,0,19975,16727,3248,0,0,15794,4181,0,0,0,0,0,0,0,0
26,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",28,0,19553,16320,3233,0,0,15443,4110,0,0,0,0,0,0,0,0
27,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",68,0,18209,15054,3155,0,0,14198,4011,0,0,0,0,0,0,0,0
28,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,10381,7272,3109,0,0,6576,3805,0,0,0,0,0,0,0,0
29,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,16171,13154,3017,0,0,12548,3623,0,0,0,0,0,0,0,0
30,0,1200.000000000004,1200.000000000004,7,"[37, 38, 33, 34, 36, 35, 39]",0,0,14501,11600,2901,0,0,11080,3421,0,0,0,0,0,0,0,0
