#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 16
#T= 1200
#K_GROUP= 1
#AREA= 200
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",0,0,25047,20448,4599,0,0,18284,6763,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",0,0,36387,29624,6763,0,0,25272,11115,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",31,0,38177,31001,7176,0,0,26207,11970,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",118,0,51467,41745,9722,7,0,35141,16309,0,4,2,2,7,1,1,0
5,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",127,0,75947,57434,18513,21,0,45741,30161,0,14,9,1,17,2,2,0
6,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",1,0,27893,22711,5182,0,0,19934,7959,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",0,0,23034,18826,4208,0,0,17009,6025,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",67,1,40174,31685,8488,8,0,27444,12713,0,4,0,12,0,0,0,0
9,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",102,0,31634,26492,5142,0,0,23593,8041,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",160,1,81109,57298,23810,19,0,50708,30361,0,12,7,5,8,1,6,0
11,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",47,0,24335,19999,4336,0,0,18013,6322,0,0,0,0,0,0,0,0
12,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",353,0,87574,62152,25422,24,0,55759,31767,0,12,17,11,5,0,3,0
13,0,1200.000000000004,1200.000000000004,14,"[37, 33, 38, 43, 36, 41, 35, 34, 46, 44, 45, 40, 47, 42]",29,0,56643,46668,9975,7,0,39100,17528,0,6,4,2,3,0,0,0
