#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 2
#T= 1800
#K_GROUP= 5
#AREA= 300
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1800.0029909371704
#SIMULATION_SPEED= 1800.0029909371704
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1800.0029909371704,1800.0029909371704,0,[],0,0,65992,60256,5736,0,0,58092,7900,0,0,0,0,0,0,0,0
2,0,1800.0029909371704,1800.0029909371704,0,[],0,0,92523,85904,6619,0,0,82836,9687,0,0,0,0,0,0,0,0
3,0,1800.0029909371704,1800.0029909371704,0,[],0,0,90472,84212,6260,0,0,81604,8868,0,0,0,0,0,0,0,0
4,0,1800.0029909371704,1800.0029909371704,0,[],0,0,84806,78474,6332,0,0,75771,9035,0,0,0,0,0,0,0,0
5,0,1800.0029909371704,1800.0029909371704,0,[],0,0,97870,90502,7368,0,0,86748,11122,0,0,0,0,0,0,0,0
6,0,1800.0029909371704,1800.0029909371704,0,[],0,0,100792,93390,7402,0,0,89551,11241,0,0,0,0,0,0,0,0
7,0,1800.0029909371704,1800.0029909371704,0,[],0,0,88275,81322,6953,0,0,77909,10366,0,0,0,0,0,0,0,0
8,0,1800.0029909371704,1800.0029909371704,0,[],0,0,70309,64228,6081,0,0,61734,8575,0,0,0,0,0,0,0,0
9,0,1800.0029909371704,1800.0029909371704,0,[],0,0,83856,76700,7156,0,0,73105,10751,0,0,0,0,0,0,0,0
10,0,1800.0029909371704,1800.0029909371704,0,[],0,0,96257,89336,6921,0,0,86062,10195,0,0,0,0,0,0,0,0
11,0,1800.0029909371704,1800.0029909371704,0,[],0,0,95668,88588,7080,0,0,85134,10534,0,0,0,0,0,0,0,0
12,0,1800.0029909371704,1800.0029909371704,0,[],0,0,82342,75854,6488,0,0,72973,9369,0,0,0,0,0,0,0,0
13,0,1800.0029909371704,1800.0029909371704,0,[],0,0,93472,86810,6662,0,0,83737,9735,0,0,0,0,0,0,0,0
14,0,1800.0029909371704,1800.0029909371704,0,[],0,0,69857,63038,6819,0,0,59815,10042,0,0,0,0,0,0,0,0
15,0,1800.0029909371704,1800.0029909371704,0,[],0,0,95279,87372,7907,0,0,83043,12236,0,0,0,0,0,0,0,0
16,0,1800.0029909371704,1800.0029909371704,0,[],0,0,89996,82922,7074,0,0,79469,10527,0,0,0,0,0,0,0,0
17,0,1800.0029909371704,1800.0029909371704,0,[],0,0,77367,71300,6067,0,0,68847,8520,0,0,0,0,0,0,0,0
18,0,1800.0029909371704,1800.0029909371704,0,[],0,0,85224,78828,6396,0,0,76046,9178,0,0,0,0,0,0,0,0
19,0,1800.0029909371704,1800.0029909371704,0,[],0,0,68307,61658,6649,0,0,58648,9659,0,0,0,0,0,0,0,0
20,0,1800.0029909371704,1800.0029909371704,0,[],0,0,72423,66070,6353,0,0,63275,9148,0,0,0,0,0,0,0,0
21,0,1800.0029909371704,1800.0029909371704,0,[],0,0,96596,89134,7462,0,0,85237,11359,0,0,0,0,0,0,0,0
22,0,1800.0029909371704,1800.0029909371704,0,[],0,0,60968,55202,5766,0,0,53047,7921,0,0,0,0,0,0,0,0
23,0,1800.0029909371704,1800.0029909371704,0,[],0,0,80018,73110,6908,0,0,69822,10196,0,0,0,0,0,0,0,0
24,0,1800.0029909371704,1800.0029909371704,0,[],0,0,63501,57594,5907,0,0,55300,8201,0,0,0,0,0,0,0,0
25,0,1800.0029909371704,1800.0029909371704,0,[],0,0,79860,71778,8082,0,0,67319,12541,0,0,0,0,0,0,0,0
26,0,1800.0029909371704,1800.0029909371704,0,[],0,0,76620,70326,6294,0,0,67638,8982,0,0,0,0,0,0,0,0
27,0,1800.0029909371704,1800.0029909371704,0,[],0,0,91432,85016,6416,0,0,82197,9235,0,0,0,0,0,0,0,0
28,0,1800.0029909371704,1800.0029909371704,0,[],0,0,62685,56732,5953,0,0,54410,8275,0,0,0,0,0,0,0,0
29,0,1800.0029909371704,1800.0029909371704,0,[],0,0,92377,85606,6771,0,0,82427,9950,0,0,0,0,0,0,0,0
30,0,1800.0029909371704,1800.0029909371704,0,[],0,0,64698,58692,6006,0,0,56267,8431,0,0,0,0,0,0,0,0
31,0,1800.0029909371704,1800.0029909371704,0,[],0,0,64016,57880,6136,0,0,55352,8664,0,0,0,0,0,0,0,0
32,0,1800.0029909371704,1800.0029909371704,0,[],0,0,63676,57626,6050,0,0,55205,8471,0,0,0,0,0,0,0,0
33,0,1800.0029909371704,1800.0029909371704,0,[],0,0,82140,72190,9950,0,0,65875,16265,0,0,0,0,0,0,0,0
34,0,1800.0029909371704,1800.0029909371704,0,[],0,0,77639,69734,7905,0,0,65437,12202,0,0,0,0,0,0,0,0
35,0,1800.0029909371704,1800.0029909371704,0,[],0,0,102716,95058,7658,0,0,91004,11712,0,0,0,0,0,0,0,0
