#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 50
#T= 900
#K_GROUP= 1
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 900.0000000001361
#SIMULATION_SPEED= 900.0000000001361
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",8,1,39469,22638,16830,11,0,21607,17850,0,11,0,0,0,0,0,0
2,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",0,0,15029,12486,2543,0,0,11763,3266,0,0,0,0,0,0,0,0
3,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",0,0,22138,19208,2930,0,0,18085,4053,0,0,0,0,0,0,0,0
4,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",0,0,19460,16928,2532,0,0,16226,3234,0,0,0,0,0,0,0,0
5,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",8,1,23241,15446,7794,7,0,14360,8869,0,4,3,0,1,0,3,0
6,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",1,1,22628,13649,8978,10,0,13011,9600,0,10,1,2,3,0,0,0
7,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",0,0,21778,18560,3218,0,0,17142,4636,0,0,0,0,0,0,0,0
8,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",99,0,13929,11551,2378,0,0,10885,3044,0,0,0,0,0,0,0,0
9,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",0,0,20948,18020,2928,0,0,16902,4046,0,0,0,0,0,0,0,0
10,0,900.0000000001361,900.0000000001361,35,"[44, 47, 64, 74, 35, 51, 75, 79, 66, 49, 60, 36, 81, 48, 40, 78, 39, 58, 77, 70, 62, 57, 56, 82, 72, 33, 61, 34, 50, 63, 73, 55, 65, 59, 76]",2,1,23361,12460,10900,5,0,11903,11452,0,5,0,0,0,0,0,0
