#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 16
#T= 1200
#K_GROUP= 1
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",1,0,82151,62147,20004,88,0,54155,27778,0,36,33,8,52,24,65,0
2,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",4,1,32957,20962,11994,4,0,19485,13467,0,4,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",0,0,15420,12450,2970,0,0,11914,3506,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",0,0,18827,15890,2937,0,0,15307,3520,0,0,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",188,1,111050,69767,41282,72,0,62798,48049,0,22,51,15,20,27,67,0
6,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",0,0,15374,12476,2898,0,0,11891,3483,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",0,0,19240,15914,3326,0,0,14998,4242,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",0,0,17116,14162,2954,0,0,13613,3503,0,0,0,0,0,0,0,0
9,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",0,0,15825,12764,3061,0,0,12044,3781,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,14,"[41, 39, 44, 33, 38, 48, 35, 43, 46, 47, 36, 45, 42, 34]",35,0,21281,17695,3586,0,0,16476,4805,0,0,0,0,0,0,0,0
