#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 8
#T= 1200
#K_GROUP= 1
#AREA= 300
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,24490,20650,3840,0,0,19207,5283,0,0,0,0,0,0,0,0
2,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",7,0,27483,23059,4424,0,0,21054,6429,0,0,0,0,0,0,0,0
3,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,22419,18646,3773,0,0,17277,5142,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,18745,15274,3471,0,0,14202,4543,0,0,0,0,0,0,0,0
5,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",74,0,47669,32196,15473,32,0,28361,19228,0,12,7,6,20,7,28,0
6,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",46,0,29301,24702,4599,0,0,22392,6909,0,0,0,0,0,0,0,0
7,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,18799,15490,3309,0,0,14534,4265,0,0,0,0,0,0,0,0
8,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,17785,14158,3627,0,0,12936,4849,0,0,0,0,0,0,0,0
9,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",1,1,63266,36309,26956,44,0,32807,30338,0,9,27,15,9,18,42,0
10,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",86,0,23964,20216,3748,0,0,18813,5151,0,0,0,0,0,0,0,0
11,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",208,0,43107,26115,16992,41,0,23042,19960,0,12,21,4,23,11,34,0
12,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",1,0,16536,13379,3157,0,0,12603,3933,0,0,0,0,0,0,0,0
13,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,23285,18758,4527,2,0,16604,6675,0,0,3,0,0,3,0,0
14,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",157,0,50090,33699,16391,66,0,28785,21127,0,18,37,8,35,22,58,0
15,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,22136,17638,4498,0,0,15528,6608,0,0,0,0,0,0,0,0
16,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,19460,16142,3318,0,0,15215,4245,0,0,0,0,0,0,0,0
17,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",0,0,15875,12780,3095,0,0,12070,3805,0,0,0,0,0,0,0,0
18,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",325,1,93202,47363,45838,76,0,43165,49836,0,13,60,12,15,39,61,0
19,0,1200.000000000004,1200.000000000004,6,"[35, 33, 34, 39, 40, 38]",91,0,19311,15537,3774,0,0,14103,5208,0,0,0,0,0,0,0,0
