#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 16
#T= 900
#K_GROUP= 10
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 900.0000000001361
#SIMULATION_SPEED= 900.0000000001361
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",205,0,25904,22493,3411,0,0,20775,5129,0,0,0,0,0,0,0,0
2,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",33,0,23318,20199,3119,2,0,18842,4472,0,2,1,0,1,0,0,0
3,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",171,0,24125,21083,3042,0,0,19739,4386,0,0,0,0,0,0,0,0
4,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,13981,11608,2373,0,0,11045,2936,0,0,0,0,0,0,0,0
5,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",1,0,15275,12715,2560,0,0,11961,3314,0,0,0,0,0,0,0,0
6,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,14034,11736,2298,0,0,11223,2811,0,0,0,0,0,0,0,0
7,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",477,1,35460,17696,17763,9,0,16591,18857,0,7,3,0,1,0,0,0
8,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",116,0,26658,18480,8178,6,0,17378,9272,0,6,1,0,1,0,0,0
9,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,13893,11622,2271,0,0,11104,2789,0,0,0,0,0,0,0,0
10,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",75,0,30264,21915,8349,14,0,20400,9836,0,8,4,0,13,3,0,0
11,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",168,2,30053,16637,13414,12,0,15906,14131,0,10,3,0,1,0,0,0
12,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,14448,12118,2330,0,0,11589,2859,0,0,0,0,0,0,0,0
13,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,15650,13352,2298,0,0,12839,2811,0,0,0,0,0,0,0,0
14,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",40,0,19882,17080,2802,0,0,16053,3829,0,0,0,0,0,0,0,0
15,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,15895,13454,2441,0,0,12826,3069,0,0,0,0,0,0,0,0
16,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",17,0,24132,21009,3123,2,0,19679,4449,0,2,1,0,1,0,0,0
17,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,13652,11374,2278,0,0,10898,2754,0,0,0,0,0,0,0,0
18,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",1,0,19426,16839,2587,0,0,16030,3396,0,0,0,0,0,0,0,0
19,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",5,1,27083,16661,10421,4,0,15815,11263,0,4,0,0,0,0,0,0
20,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",88,0,14886,12382,2504,0,0,11535,3351,0,0,0,0,0,0,0,0
21,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,15762,13292,2470,0,0,12641,3121,0,0,0,0,0,0,0,0
22,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",517,1,45660,22626,23033,18,0,21367,24260,0,7,12,0,4,9,0,0
23,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,19479,17002,2477,0,0,16302,3177,0,0,0,0,0,0,0,0
24,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",346,1,31717,17572,14144,6,0,16679,15031,0,6,0,0,0,0,0,0
25,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",39,1,25850,12562,13287,9,0,12168,13670,0,7,3,0,1,0,0,0
26,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",43,0,16959,14623,2336,0,0,14010,2949,0,0,0,0,0,0,0,0
27,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",0,0,8906,6600,2306,0,0,6090,2816,0,0,0,0,0,0,0,0
28,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",85,0,21306,18465,2841,2,0,17336,3964,0,0,3,0,0,3,0,0
29,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",22,0,14023,11776,2247,0,0,11320,2703,0,0,0,0,0,0,0,0
30,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",19,0,14707,12523,2184,0,0,12117,2590,0,0,0,0,0,0,0,0
31,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",248,0,23944,21042,2902,0,0,19750,4194,0,0,0,0,0,0,0,0
32,0,900.0000000001361,900.0000000001361,12,"[37, 42, 43, 44, 45, 47, 46, 33, 35, 39, 41, 38]",116,0,22327,19526,2801,0,0,18449,3878,0,0,0,0,0,0,0,0
