#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 64
#K= 16
#T= 900
#K_GROUP= 5
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 900.0000000001361
#SIMULATION_SPEED= 900.0000000001361
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",43,0,51721,48761,2960,0,0,47564,4157,0,0,0,0,0,0,0,0
2,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",82,0,49518,46760,2758,0,0,45753,3765,0,0,0,0,0,0,0,0
3,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",47,0,63126,59947,3179,0,0,58543,4583,0,0,0,0,0,0,0,0
4,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",0,0,76411,72944,3467,0,0,71291,5120,0,0,0,0,0,0,0,0
5,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",118,0,120283,109125,11158,31,0,101277,18917,0,6,47,5,6,19,6,0
6,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",46,0,70146,66920,3226,0,0,65438,4708,0,0,0,0,0,0,0,0
7,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",0,0,51284,48232,3052,0,0,46993,4291,0,0,0,0,0,0,0,0
8,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",2,0,79707,75744,3963,0,0,73579,6128,0,0,0,0,0,0,0,0
9,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",20,0,48478,45428,3050,0,0,44162,4316,0,0,0,0,0,0,0,0
10,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",0,0,71511,68278,3233,0,0,66901,4610,0,0,0,0,0,0,0,0
11,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",3,1,106772,89264,17507,42,0,85344,21301,0,20,28,12,17,13,36,0
12,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",102,0,78511,74846,3665,0,0,72851,5660,0,0,0,0,0,0,0,0
13,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",166,0,100225,86394,13831,9,0,82756,17454,0,6,4,3,2,0,0,0
14,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",112,0,85834,81546,4288,0,0,78985,6849,0,0,0,0,0,0,0,0
15,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",29,0,77165,72925,4240,0,0,70491,6674,0,0,0,0,0,0,0,0
16,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",0,0,50140,47452,2688,0,0,46534,3606,0,0,0,0,0,0,0,0
17,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",44,0,88255,82588,5667,0,0,78669,9586,0,0,0,0,0,0,0,0
18,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",45,0,51341,48385,2956,0,0,47164,4177,0,0,0,0,0,0,0,0
19,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",194,0,60847,57912,2935,0,0,56561,4286,0,0,0,0,0,0,0,0
20,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",0,0,78755,75226,3529,0,0,73481,5274,0,0,0,0,0,0,0,0
21,0,900.0000000001361,900.0000000001361,12,"[65, 71, 66, 68, 70, 69, 72, 73, 74, 76, 75, 67]",151,1,141138,97287,43850,92,0,93843,47050,0,25,96,12,15,45,51,0
