#PROJECT_NAME= MUDE
#TRANSMISSION_RANGE= 20
#N= 32
#K= 16
#T= 1200
#K_GROUP= 5
#AREA= 400
#V_UAV= 10
#V_SENSOR= 5
#SIMULATION_START_TIME= 0
#SIMULATION_FINISH_TIME= 1200.000000000004
#SIMULATION_SPEED= 1200.000000000004
#SCANNING_TYPE= ScanningType.ZIGZAG_LMAT
id,initial_time,final_time,sensor_speed,sensors_found,sensor_list,sensor_detection,change_route,messages_total,messages_received,messages_sent,messages_consensus,message_request,message_response,message_ping,message_group_sensor_detection,message_sensor_detection_ack,message_sensor_detection_nack,message_route_change,message_route_change_ack,message_route_change_nack,message_route_change_decided
1,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",170,0,28111,23730,4381,4,0,21525,6576,0,2,7,0,1,0,0,0
2,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",278,0,70385,40127,30258,51,0,35863,34403,0,19,42,2,21,34,1,0
3,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",0,0,15882,12900,2982,0,0,12330,3552,0,0,0,0,0,0,0,0
4,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",78,0,14492,11474,3018,2,0,10726,3762,0,2,1,0,1,0,0,0
5,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",17,0,17366,14351,3015,0,0,13723,3643,0,0,0,0,0,0,0,0
6,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",213,2,63481,36033,27446,14,0,32190,31271,0,11,6,0,1,0,0,0
7,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",361,0,77307,53460,23847,52,0,46077,31108,0,18,45,2,22,32,3,0
8,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",25,0,14818,11747,3071,0,0,11058,3760,0,0,0,0,0,0,0,0
9,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",0,0,14659,11568,3091,0,0,10901,3758,0,0,0,0,0,0,0,0
10,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",0,0,23310,19647,3663,3,0,18381,4922,0,2,4,0,1,0,0,0
11,0,1200.000000000004,1200.000000000004,14,"[43, 38, 33, 42, 40, 39, 46, 34, 35, 36, 44, 48, 47, 37]",541,1,57255,25649,31605,47,0,23540,33597,0,8,55,3,6,42,3,0
